author,pull_number,title,description,churn,changed_files,activities,comments,comment_dates,state,creation_date,close_date,closed_by,release_tag
aaronabf,1929,Bug Fix: Recursively merge extra_cluster_params dict,660,10,1,3,2,2019-01-09T00:04:25+00:00;2019-01-09T06:32:07+00:00,closed,2019-01-03T19:47:13+00:00,2019-01-09 00:35:53+00:00,coyotemarin,
coyotemarin,1928,fix deprecated escape sequences in regexes and docstrings,161,36,10,4,0,,merged,2019-01-02T19:22:07+00:00,2019-01-02 19:52:19+00:00,coyotemarin,v0.6.7
coyotemarin,1925,default sh_bin to /bin/sh -ex in all runners,209,27,5,4,0,,merged,2018-12-28T22:29:23+00:00,2018-12-28 22:38:42+00:00,coyotemarin,v0.6.7
coyotemarin,1923,Spark setup scripts on YARN,98,572,7,4,2,2018-12-28T18:42:05+00:00;2018-12-29T01:01:19+00:00,merged,2018-12-27T18:25:08+00:00,2018-12-29 01:01:31+00:00,coyotemarin,v0.6.7
coyotemarin,1918,fall back to SIGABRT when SIGKILL unavailable,152,28,2,4,0,,merged,2018-12-26T19:21:33+00:00,2018-12-26 19:46:59+00:00,coyotemarin,v0.6.7
coyotemarin,1917,warn about command-line opts for the wrong runner,185,62,4,4,0,,merged,2018-12-22T05:14:27+00:00,2018-12-22 05:34:13+00:00,coyotemarin,v0.6.7
coyotemarin,1916,catch bad steps on runner initialization,444,223,13,4,0,,merged,2018-12-22T03:03:43+00:00,2018-12-22 04:12:33+00:00,coyotemarin,v0.6.7
coyotemarin,1914,clean up logic for runners with no mrjob script,367,137,8,4,0,,merged,2018-12-20T21:10:41+00:00,2018-12-20 21:53:00+00:00,coyotemarin,v0.6.7
coyotemarin,1913,fix idle-timeout script on 2.x AMIs,246,2,1,4,0,,merged,2018-12-19T22:01:51+00:00,2018-12-20 18:57:59+00:00,coyotemarin,v0.6.7
shfaizan,1908,bugs fixed,90,49060,212,1,0,,closed,2018-12-17T04:53:37+00:00,2018-12-17 04:55:06+00:00,shfaizan,
coyotemarin,1905,allow input on S3 that's been restored from Glacier,173,71,4,4,0,,merged,2018-12-13T21:47:33+00:00,2018-12-13 21:56:08+00:00,coyotemarin,v0.6.7
coyotemarin,1904,Check if input paths are in Glacier,169,137,5,4,0,,merged,2018-12-13T00:09:51+00:00,2018-12-13 00:37:42+00:00,coyotemarin,v0.6.7
coyotemarin,1901,add mrjob spark-submit subcommand,186,1165,12,5,0,,merged,2018-12-08T01:23:13+00:00,2018-12-08 03:43:42+00:00,coyotemarin,v0.6.7
aaronabf,1895,Add new parameter emr_backoff,687,38,5,3,1,2019-01-09T00:39:05+00:00,closed,2018-12-04T20:42:01+00:00,2019-01-24 19:51:52+00:00,aaronabf,
aaronabf,1894,Move google requirements to extras_require,609,11,1,3,2,2019-01-09T00:35:27+00:00;2019-01-09T00:38:17+00:00,closed,2018-12-04T20:37:52+00:00,2019-01-09 00:35:27+00:00,coyotemarin,
aaronabf,1893,Adds master_setup command,478,78,4,6,3,2018-12-12T19:51:46+00:00;2018-12-12T20:03:38+00:00;2018-12-12T21:37:45+00:00,closed,2018-12-04T19:24:03+00:00,2018-12-12 21:37:45+00:00,coyotemarin,
dallinb,1888,Minor correction for Hadoop documentation URLs.,56,4,2,4,1,2018-12-12T19:52:28+00:00,merged,2018-11-19T12:52:09+00:00,2018-12-12 19:52:21+00:00,coyotemarin,v0.6.7
coyotemarin,1886,Fixed usage in mrjob subcommand help messages,99,26,8,4,0,,merged,2018-11-16T23:44:59+00:00,2018-11-16 23:59:27+00:00,coyotemarin,v0.6.7
coyotemarin,1884,add plural switches,232,296,14,4,0,,merged,2018-11-16T02:57:11+00:00,2018-11-16 18:39:43+00:00,coyotemarin,v0.6.7
coyotemarin,1881,Deprecate interpreter options,109,22,2,4,0,,merged,2018-11-09T22:37:42+00:00,2018-11-09 22:54:34+00:00,coyotemarin,v0.6.7
coyotemarin,1879,job pushes steps to runner,834,140,6,4,0,,merged,2018-11-09T21:25:32+00:00,2018-11-09 21:56:42+00:00,coyotemarin,v0.6.7
coyotemarin,1875,don't automatically add generic args to JarSteps,397,196,12,4,0,,merged,2018-11-02T23:56:00+00:00,2018-11-05 18:04:10+00:00,coyotemarin,v0.6.6
coyotemarin,1873,add --local-tmp-dir switch,161,71,5,4,0,,merged,2018-11-02T18:01:43+00:00,2018-11-02 18:19:37+00:00,coyotemarin,v0.6.6
coyotemarin,1872,stop tests from printing logging messages,301,1071,40,5,0,,merged,2018-10-29T21:15:51+00:00,2018-10-29 23:27:24+00:00,coyotemarin,v0.6.6
coyotemarin,1871,Fetch history log from HDFS inside EMR,323,1310,42,4,0,,merged,2018-10-26T23:04:15+00:00,2018-10-29 23:33:28+00:00,coyotemarin,v0.6.6
coyotemarin,1869,"don't print ""usage: usage: "" in help message",97,15,3,4,0,,merged,2018-10-22T18:44:17+00:00,2018-10-22 19:22:26+00:00,coyotemarin,v0.6.6
coyotemarin,1865,"upload py_files, Spark cluster mode",314,257,11,4,0,,merged,2018-10-13T00:10:04+00:00,2018-10-13 00:31:31+00:00,coyotemarin,v0.6.6
coyotemarin,1861,--spark-args and --hadoop-args switches,213,102,4,4,0,,merged,2018-10-03T18:46:57+00:00,2018-10-05 21:51:50+00:00,coyotemarin,v0.6.6
coyotemarin,1859,argument parser fixes,304,43,3,4,0,,merged,2018-10-02T21:36:03+00:00,2018-10-02 22:55:39+00:00,coyotemarin,v0.6.6
coyotemarin,1854,"fix booleans in jobconf, simplify jobconf() and libjars()",587,251,10,4,0,,merged,2018-09-29T00:02:27+00:00,2018-09-29 19:33:05+00:00,coyotemarin,v0.6.6
coyotemarin,1853,"bootstrap mrjob in py_files, not setup",288,111,6,4,0,,merged,2018-09-28T20:07:35+00:00,2018-09-28 20:33:49+00:00,coyotemarin,v0.6.6
Drulludanni,1849,Fixing Permission Error [WinError 5] on windows,6,4,1,3,1,2018-09-26T18:51:34+00:00,merged,2018-09-25T18:36:21+00:00,2018-09-26 23:13:47+00:00,coyotemarin,v0.6.6
coyotemarin,1841,-D as synonym for --jobconf,73,63,9,4,0,,merged,2018-09-14T19:14:42+00:00,2018-09-14 19:41:36+00:00,coyotemarin,v0.6.6
coyotemarin,1837,add --no-read-logs,129,525,14,4,0,,merged,2018-09-06T23:55:05+00:00,2018-09-07 00:38:04+00:00,coyotemarin,v0.6.5
coyotemarin,1835,min backoff for EMR client,126,120,8,4,0,,merged,2018-09-06T18:20:32+00:00,2018-09-06 18:55:26+00:00,coyotemarin,v0.6.5
coyotemarin,1833,tag clusters with label and owner,138,65,3,4,0,,merged,2018-09-05T23:54:49+00:00,2018-09-06 04:32:03+00:00,coyotemarin,v0.6.5
coyotemarin,1831,catch SSL timeouts,138,135,2,4,0,,merged,2018-09-05T21:05:30+00:00,2018-09-05 23:45:33+00:00,coyotemarin,v0.6.5
coyotemarin,1830,describe_base_emr_images() and make_ec2_client(),77,396,10,4,1,2018-09-05T19:00:32+00:00,merged,2018-09-05T18:17:04+00:00,2018-09-05 19:00:54+00:00,coyotemarin,v0.6.5
coyotemarin,1824,bump default AMI to 5.16.0,12,11,4,4,0,,merged,2018-08-27T18:40:09+00:00,2018-08-27 18:56:10+00:00,coyotemarin,v0.6.5
coyotemarin,1823,idle self-termination improvements,714,49,4,5,0,,merged,2018-08-23T20:55:38+00:00,2018-08-23 21:17:09+00:00,coyotemarin,v0.6.5
coyotemarin,1821,add image_id option,272,152,12,4,0,,merged,2018-08-21T18:45:57+00:00,2018-08-21 20:05:30+00:00,coyotemarin,v0.6.5
coyotemarin,1817,add ebs_root_volume_gb option,111,136,9,4,0,,merged,2018-08-20T18:18:26+00:00,2018-08-20 19:19:08+00:00,coyotemarin,v0.6.5
coyotemarin,1813,use google-cloud-dataproc 0.2.0,100,10331,27,4,0,,merged,2018-08-07T19:26:57+00:00,2018-08-07 20:39:30+00:00,coyotemarin,v0.6.4
coyotemarin,1811,"FILES, DIRS, and ARCHIVES attrs",232,894,21,4,0,,merged,2018-07-30T20:31:37+00:00,2018-07-30 20:43:51+00:00,coyotemarin,v0.6.4
coyotemarin,1809,default mins_to_end_hour to 60 (v0.5.x),212,15,3,7,0,,merged,2018-07-24T23:01:51+00:00,2018-07-24 23:11:09+00:00,coyotemarin,v0.5.12
coyotemarin,1806,Drop old pythons from mrjob v0.5.x,128,376,50,6,1,2018-07-20T21:00:56+00:00,merged,2018-07-20T20:54:48+00:00,2018-07-21 00:35:51+00:00,coyotemarin,v0.5.12
coyotemarin,1804,Drop python 3.3,166,20,5,5,0,,merged,2018-07-18T22:49:28+00:00,2018-07-18 23:20:51+00:00,coyotemarin,v0.6.4
brenns10,1802,v0.5.x backport of Termination Protected bugfix,305,42,3,6,2,2018-07-18T17:26:08+00:00;2018-07-24T19:55:01+00:00,merged,2018-07-11T17:33:46+00:00,2018-07-24 19:56:03+00:00,coyotemarin,v0.5.12
brenns10,1801,Respect termination protection to avoid boto ValidationError,456,40,2,4,3,2018-07-10T18:18:35+00:00;2018-07-14T01:08:48+00:00;2018-07-18T23:28:41+00:00,merged,2018-07-10T18:16:43+00:00,2018-07-18 23:29:34+00:00,coyotemarin,v0.6.4
coyotemarin,1795,v0.6.3 release,398,2201,53,4,0,,merged,2018-05-31T22:53:45+00:00,2018-05-31 23:06:01+00:00,coyotemarin,v0.6.4
coyotemarin,1794,rework google_account_scopes,390,132,5,4,0,,merged,2018-05-31T01:13:16+00:00,2018-05-31 02:15:51+00:00,coyotemarin,v0.6.4
coyotemarin,1792,Google idle timeout,110,162,4,4,3,2018-05-31T17:45:28+00:00;2018-05-31T17:51:23+00:00;2018-05-31T17:59:02+00:00,merged,2018-05-30T21:35:41+00:00,2018-05-31 02:14:55+00:00,coyotemarin,v0.6.4
coyotemarin,1791,vendor google-cloud-dataproc 0.11.0-ish,293,10340,27,4,0,,merged,2018-05-30T19:37:25+00:00,2018-05-30 20:02:56+00:00,coyotemarin,v0.6.4
r-lindner,1790,set function name instead of comparing it,181,4,1,4,0,,merged,2018-05-30T07:37:22+00:00,2018-05-30 16:59:48+00:00,coyotemarin,v0.6.4
coyotemarin,1787,"handle ""Not a valid JAR"" error message",212,37,3,4,0,,merged,2018-05-29T18:06:21+00:00,2018-05-29 19:05:06+00:00,coyotemarin,v0.6.4
coyotemarin,1785,rename cloud_upload_part_size -> cloud_part_size_mb,12,81,10,4,0,,merged,2018-05-24T20:21:50+00:00,2018-05-24 21:04:47+00:00,coyotemarin,v0.6.4
coyotemarin,1784,document mapper_raw(),135,70,3,4,0,,merged,2018-05-24T19:42:21+00:00,2018-05-24 20:06:07+00:00,coyotemarin,v0.6.4
coyotemarin,1782,Dataproc network and subnet opts,59,400,7,4,0,,merged,2018-05-23T20:33:05+00:00,2018-05-23 20:50:26+00:00,coyotemarin,v0.6.4
coyotemarin,1779,cluster_properties opt,136,137,5,4,0,,merged,2018-05-22T00:13:37+00:00,2018-05-23 17:15:30+00:00,coyotemarin,v0.6.4
coyotemarin,1777,Dataproc service account opts,106,167,6,4,0,,merged,2018-05-18T22:18:05+00:00,2018-05-18 23:40:50+00:00,coyotemarin,v0.6.4
coyotemarin,1776,Dataproc instance config opts,140,244,6,4,0,,merged,2018-05-18T19:46:41+00:00,2018-05-18 19:47:03+00:00,coyotemarin,v0.6.4
coyotemarin,1775,Dataproc instance configs,68,244,6,6,1,2018-05-18T19:45:52+00:00,merged,2018-05-18T18:54:43+00:00,2018-05-18 19:39:21+00:00,coyotemarin,
coyotemarin,1772,JarStep and --hadoop-streaming-jar on Dataproc,61,341,5,4,0,,merged,2018-05-09T22:05:30+00:00,2018-05-09 22:48:18+00:00,coyotemarin,v0.6.4
coyotemarin,1770,require google-cloud-storage>=1.9.0,137,93,5,4,0,,merged,2018-05-07T23:36:20+00:00,2018-05-08 01:04:07+00:00,coyotemarin,v0.6.4
coyotemarin,1768,GCS cat() now streams chunks incrementally,14,254,7,4,0,,merged,2018-05-07T19:13:00+00:00,2018-05-07 19:30:24+00:00,coyotemarin,v0.6.4
coyotemarin,1766,probable cause of error on Dataproc,293,854,8,4,4,2018-05-04T18:41:35+00:00;2018-05-04T18:43:31+00:00;2018-05-04T20:12:21+00:00;2018-05-04T20:13:01+00:00,merged,2018-05-04T00:44:10+00:00,2018-05-04 16:17:01+00:00,coyotemarin,v0.6.4
coyotemarin,1761,chunked uploading on dataproc runner,129,88,6,4,3,2018-05-07T21:56:52+00:00;2018-05-07T21:57:10+00:00;2018-05-16T19:11:28+00:00,merged,2018-04-30T23:45:44+00:00,2018-05-01 00:11:54+00:00,coyotemarin,v0.6.4
coyotemarin,1760,run Dataproc bootstrap scripts in /tmp/mrjob,65,22,3,4,0,,merged,2018-04-30T20:02:29+00:00,2018-04-30 20:19:38+00:00,coyotemarin,v0.6.4
coyotemarin,1759,"fix ""error while reading from"" in inline mode",12,64,3,4,0,,merged,2018-04-27T22:05:03+00:00,2018-04-28 01:26:15+00:00,coyotemarin,v0.6.4
coyotemarin,1757,SSH tunnel on Dataproc,293,594,6,4,0,,merged,2018-04-27T20:47:55+00:00,2018-04-27 21:09:28+00:00,coyotemarin,v0.6.4
coyotemarin,1754,progress logging and counters for Dataproc,133,365,8,4,0,,merged,2018-04-24T00:27:01+00:00,2018-04-25 19:52:04+00:00,coyotemarin,v0.6.4
coyotemarin,1752,mapper_raw() and input manifest,85,1355,27,4,1,2018-04-16T23:18:45+00:00,merged,2018-04-16T23:16:59+00:00,2018-04-16 23:30:59+00:00,coyotemarin,v0.6.4
coyotemarin,1750,reduce number of google dependencies,395,33,2,4,0,,merged,2018-04-14T02:57:22+00:00,2018-04-14 03:16:39+00:00,coyotemarin,v0.6.4
benbariteau,1747,dep google-auth and google-cloud-storage directly instead of google-cloud,10,3,1,3,0,,merged,2018-04-02T22:22:15+00:00,2018-04-14 03:16:40+00:00,coyotemarin,
coyotemarin,1745,--output-dir implies --no-cat-output,239,159,7,5,0,,merged,2018-03-30T20:41:43+00:00,2018-03-30 23:24:54+00:00,coyotemarin,v0.6.4
coyotemarin,1744,v0.6.2 release,115,256,31,4,0,,merged,2018-03-23T23:15:45+00:00,2018-03-23 23:53:49+00:00,coyotemarin,v0.6.4
coyotemarin,1743,Dataproc Quickstart,208,68,4,4,1,2018-03-23T20:10:23+00:00,merged,2018-03-23T01:23:10+00:00,2018-03-23 01:39:09+00:00,coyotemarin,v0.6.4
coyotemarin,1741,port Dataproc code to google-cloud-sdk,80,1821,9,5,13,2018-03-20T17:58:57+00:00;2018-03-20T18:03:33+00:00;2018-03-20T18:03:40+00:00;2018-03-20T18:03:59+00:00;2018-03-20T18:04:10+00:00;2018-03-20T18:05:36+00:00;2018-03-20T20:25:55+00:00;2018-03-20T20:27:50+00:00;2018-03-20T20:27:58+00:00;2018-03-20T20:28:08+00:00;2018-03-20T20:28:20+00:00;2018-03-20T20:28:26+00:00;2018-03-21T19:45:54+00:00,merged,2018-03-20T00:16:14+00:00,2018-03-22 22:21:37+00:00,coyotemarin,v0.6.4
coyotemarin,1735,Idle grace period,209,81,6,4,0,,merged,2018-02-23T18:59:45+00:00,2018-02-23 19:39:22+00:00,coyotemarin,v0.6.4
coyotemarin,1734,note that you can't use sudo in setup commands on EMR,12,7,1,4,0,,merged,2018-02-22T23:55:02+00:00,2018-02-23 01:16:04+00:00,coyotemarin,v0.6.4
coyotemarin,1733,more efficient terminate-idle-clusters,358,7,1,4,0,,merged,2018-02-22T23:25:40+00:00,2018-02-23 01:15:18+00:00,coyotemarin,v0.6.4
coyotemarin,1731,Port GCS code from google-api-python-client to google-cloud-sdk,245,1044,12,4,0,,merged,2018-02-16T00:02:56+00:00,2018-02-16 18:21:34+00:00,coyotemarin,v0.6.4
qiuwei,1729,Add option for cpu-core usage for local mode,77,20,5,3,2,2018-02-01T02:00:48+00:00;2018-02-01T19:05:32+00:00,merged,2018-01-30T11:01:50+00:00,2018-02-01 19:05:19+00:00,coyotemarin,v0.6.4
qiuwei,1728,Add option for cpu-core usage for local mode,77,19,4,1,0,,closed,2018-01-30T09:15:32+00:00,2018-01-30 09:51:09+00:00,qiuwei,
okomestudio,1723,Accept directories as input paths,50,14,1,1,1,2018-02-01T01:45:57+00:00,closed,2018-01-24T20:59:03+00:00,2018-02-01 01:45:57+00:00,coyotemarin,
ghost,1718,Fix error,255,2,1,4,1,2017-12-29T19:50:27+00:00,merged,2017-12-27T20:03:20+00:00,2017-12-29 19:50:14+00:00,coyotemarin,v0.6.4
coyotemarin,1717,quicker task log picking,651,582,15,4,0,,merged,2017-12-16T06:03:27+00:00,2017-12-20 18:47:07+00:00,coyotemarin,v0.6.4
coyotemarin,1712,expose get_job_steps(),99,138,4,4,0,,merged,2017-11-27T20:15:46+00:00,2017-11-27 20:37:31+00:00,coyotemarin,v0.6.4
coyotemarin,1711,mrjob diagnose tool,252,505,15,4,0,,merged,2017-11-27T00:54:01+00:00,2017-11-27 18:02:06+00:00,coyotemarin,v0.6.4
laucia,1709,Update parse.py to support s3a,102,2,1,6,1,2017-11-25T21:38:31+00:00,merged,2017-11-20T19:28:11+00:00,2017-11-25 21:38:10+00:00,coyotemarin,v0.5.12
coyotemarin,1700,make pool matching robust against bad instance_fleets/instance_groups,355,60,1,4,0,,merged,2017-11-01T17:35:26+00:00,2017-11-01 17:49:02+00:00,coyotemarin,v0.6.4
coyotemarin,1695,Default max_mins_idle is now 10,98,718,109,4,0,,merged,2017-10-27T20:41:14+00:00,2017-10-27 20:55:12+00:00,coyotemarin,v0.6.4
coyotemarin,1692,update mrjob command docstrings for v0.6.0,182,294,15,4,0,,merged,2017-10-23T00:07:06+00:00,2017-10-23 00:21:07+00:00,coyotemarin,v0.6.4
coyotemarin,1690,updated audit-emr-usage,211,447,11,4,0,,merged,2017-10-22T21:29:16+00:00,2017-10-22 21:38:42+00:00,coyotemarin,v0.6.4
coyotemarin,1689,Turn off pooling by default,184,321,13,4,0,,merged,2017-10-22T17:38:05+00:00,2017-10-22 17:53:57+00:00,coyotemarin,v0.6.4
coyotemarin,1685,fall back to copying when os.symlink() fails,69,39,2,4,0,,merged,2017-10-13T17:27:36+00:00,2017-10-13 17:58:39+00:00,coyotemarin,v0.6.4
coyotemarin,1684,"--check-cluster-every takes a float, not a string",12,12,2,4,0,,merged,2017-10-11T22:55:46+00:00,2017-10-12 00:16:41+00:00,coyotemarin,v0.6.4
coyotemarin,1669,start fixing windows tests,261,104,9,4,0,,merged,2017-10-07T01:07:13+00:00,2017-10-07 01:26:50+00:00,coyotemarin,v0.6.0
coyotemarin,1668,small tweaks for v0.6.0 release,124,98,9,4,0,,merged,2017-10-06T19:32:26+00:00,2017-10-06 21:29:32+00:00,coyotemarin,v0.6.4
coyotemarin,1667,pooling should only join clusters that have instances provisioned,130,4760,4,4,0,,merged,2017-10-04T23:22:03+00:00,2017-10-04 23:35:29+00:00,coyotemarin,v0.6.4
coyotemarin,1666,fix and document precedence of various instance options,138,151,4,4,0,,merged,2017-10-04T21:51:00+00:00,2017-10-04 22:26:01+00:00,coyotemarin,v0.6.4
velocirabbit,1661,Cast sleep_secs to numeric,88,2,1,2,2,2017-10-04T20:31:57+00:00;2017-10-05T04:24:25+00:00,closed,2017-10-03T04:30:25+00:00,2017-10-04 20:31:57+00:00,coyotemarin,
adamb0mb,1660,`log_to_stream` docstring typo fix,120,4,1,3,1,2017-10-04T20:26:47+00:00,merged,2017-10-03T04:19:38+00:00,2017-10-04 20:26:34+00:00,coyotemarin,v0.6.4
adamb0mb,1659,"Fixing small typo in ""concepts"" guide",262,8,1,3,1,2017-10-02T22:37:13+00:00,merged,2017-10-01T20:59:33+00:00,2017-10-02 22:37:08+00:00,coyotemarin,v0.6.4
coyotemarin,1657,deprecate file_upload_args,123,101,4,4,0,,merged,2017-09-28T21:26:52+00:00,2017-09-28 21:50:11+00:00,coyotemarin,v0.6.4
coyotemarin,1655,update code using deprecated optparse hooks,215,333,22,4,0,,merged,2017-09-27T00:36:05+00:00,2017-09-27 03:38:03+00:00,coyotemarin,v0.6.4
coyotemarin,1654,fix spark support warning for instance fleets,133,158,2,4,0,,merged,2017-09-26T21:55:20+00:00,2017-09-26 23:00:27+00:00,coyotemarin,v0.6.4
coyotemarin,1652,simplify check_input_paths,107,161,8,4,0,,merged,2017-09-23T00:33:04+00:00,2017-09-24 17:19:25+00:00,coyotemarin,v0.6.4
coyotemarin,1651,"deprecate read_file(), read_input()",126,81,6,4,0,,merged,2017-09-22T01:44:00+00:00,2017-09-22 17:41:15+00:00,coyotemarin,v0.6.4
coyotemarin,1650,"added extra_cluster_params, disabled emr_api_params",175,330,11,4,0,,merged,2017-09-21T02:22:28+00:00,2017-09-21 02:55:46+00:00,coyotemarin,v0.6.4
coyotemarin,1647,use argparse instead of optparse,870,1244,21,4,0,,merged,2017-09-14T18:26:58+00:00,2017-09-14 20:46:05+00:00,coyotemarin,v0.6.4
coyotemarin,1644,don't dump data from SSH into memory,142,639,13,4,0,,merged,2017-09-01T00:32:21+00:00,2017-09-01 00:47:32+00:00,coyotemarin,v0.6.4
coyotemarin,1643,bump default AMI version to 5.8.0,12,25,3,4,0,,merged,2017-08-30T18:31:56+00:00,2017-08-30 19:25:43+00:00,coyotemarin,v0.6.4
coyotemarin,1640,ignore instance fleets (v0.5.x),205,52,3,5,0,,merged,2017-08-28T23:34:41+00:00,2017-08-28 23:43:27+00:00,coyotemarin,v0.5.11
coyotemarin,1638,"Instance fleets, including pooling",296,1819,9,4,0,,merged,2017-08-26T03:01:36+00:00,2017-08-28 17:29:55+00:00,coyotemarin,v0.6.4
bchess,1636,Support for --exclude tags in report_long_jobs,102,56,2,10,2,2017-08-24T16:06:57+00:00;2017-08-24T16:53:51+00:00,merged,2017-08-24T14:27:38+00:00,2017-08-25 14:23:31+00:00,bchess,v0.6.4
coyotemarin,1631,instance_groups option,230,921,7,4,0,,merged,2017-08-17T00:04:42+00:00,2017-08-17 00:52:50+00:00,coyotemarin,v0.6.4
coyotemarin,1629,break runner functionality out into MRJobBinRunner,161,4315,13,4,0,,merged,2017-08-07T20:50:37+00:00,2017-08-07 22:29:41+00:00,coyotemarin,v0.6.4
coyotemarin,1628,cat.py doesn't need to be executable,155,22,2,4,0,,merged,2017-08-07T17:11:56+00:00,2017-08-07 20:51:04+00:00,coyotemarin,v0.6.4
coyotemarin,1626,eliminate OptionStore,465,2326,26,4,0,,merged,2017-07-27T00:15:45+00:00,2017-07-27 02:07:50+00:00,coyotemarin,v0.6.4
Daniel-V1,1624,Adding r4 and m4.16xlarge instance types to AWS,22,14,1,4,1,2017-07-22T01:11:32+00:00,merged,2017-07-21T17:58:46+00:00,2017-07-22 01:11:24+00:00,coyotemarin,v0.6.4
coyotemarin,1622,Local mode refactor,566,2275,23,4,0,,merged,2017-07-21T00:14:00+00:00,2017-07-21 00:24:40+00:00,coyotemarin,v0.6.4
chetmancini,1620,Accept input paths with an s3a prefix,265,25,6,4,1,2017-07-21T00:22:41+00:00,merged,2017-07-11T13:06:13+00:00,2017-07-21 00:22:34+00:00,coyotemarin,v0.6.4
coyotemarin,1608,"add cat_output()/parse_output(), deprecate old way of parsing job output",109,393,16,4,0,,merged,2017-06-16T21:59:57+00:00,2017-06-16 22:37:50+00:00,coyotemarin,v0.6.4
coyotemarin,1606,"cat byte chunks, not lines",249,337,14,4,0,,merged,2017-06-13T16:35:47+00:00,2017-06-13 16:51:47+00:00,coyotemarin,v0.6.4
coyotemarin,1603,"Bootstrap archives and dirs, tagging changes",614,1132,16,5,0,,merged,2017-06-10T02:17:10+00:00,2017-06-10 02:38:11+00:00,coyotemarin,v0.6.4
coyotemarin,1599,always auto-terminate,285,397,9,4,0,,merged,2017-05-25T20:44:08+00:00,2017-05-25 21:59:54+00:00,coyotemarin,v0.6.4
coyotemarin,1596,"Goodbye, Python 2.6",279,459,51,4,0,,merged,2017-05-24T17:10:48+00:00,2017-05-24 17:18:11+00:00,coyotemarin,v0.6.4
coyotemarin,1592,replace to_string() with to_unicode(),253,94,10,4,0,,merged,2017-05-17T20:07:47+00:00,2017-05-17 20:20:06+00:00,coyotemarin,v0.6.4
coyotemarin,1591,aws_session_token option rename,95,55,10,4,0,,merged,2017-05-12T18:31:29+00:00,2017-05-12 18:40:15+00:00,coyotemarin,v0.5.10
coyotemarin,1588,Add support for rapidjson,105,137,5,4,0,,merged,2017-05-11T22:40:15+00:00,2017-05-11 23:19:27+00:00,coyotemarin,v0.5.10
coyotemarin,1583,fix unzip stall when bootstrapping mrjob,381,30,4,4,0,,merged,2017-05-11T17:27:33+00:00,2017-05-11 18:44:07+00:00,coyotemarin,v0.5.10
coyotemarin,1576,finish porting to boto3,359,8644,47,4,1,2017-04-19T22:24:24+00:00,merged,2017-04-19T22:16:56+00:00,2017-04-19 22:47:25+00:00,coyotemarin,v0.6.4
coyotemarin,1563,boto3 StreamingBody fix,154,41,2,4,0,,merged,2017-03-24T05:00:43+00:00,2017-03-24 05:02:29+00:00,coyotemarin,v0.6.4
coyotemarin,1562,boto3 tzutc() fix,285,44,6,4,1,2017-03-24T04:45:25+00:00,merged,2017-03-24T04:07:59+00:00,2017-03-24 04:45:33+00:00,coyotemarin,v0.6.4
coyotemarin,1561,port S3 code from boto to boto3,96,1724,15,4,2,2017-03-24T03:35:33+00:00;2017-03-24T03:36:41+00:00,merged,2017-03-24T03:34:24+00:00,2017-03-24 03:37:07+00:00,coyotemarin,v0.6.4
coyotemarin,1560,SSH tunnel job progress fallback,134,355,2,5,0,,merged,2017-03-16T21:32:21+00:00,2017-03-16 21:43:03+00:00,coyotemarin,v0.5.9
